,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
80,2022-03-22,82.9805179455744,39.16620076996439,127.26509152372489,82.9805179455744,82.9805179455744,-3.2339154856604324,-3.2339154856604324,-3.2339154856604324,-5.884970958464827,-5.884970958464827,-5.884970958464827,2.6510554728043934,2.6510554728043934,2.6510554728043934,0.0,0.0,0.0,79.74660245991397
81,2022-03-23,82.94346624846297,51.145397322139196,135.52053504393197,82.94346624846297,82.94346624846297,8.941763484884493,8.941763484884493,8.941763484884493,6.056503697203372,6.056503697203372,6.056503697203372,2.885259787681122,2.885259787681122,2.885259787681122,0.0,0.0,0.0,91.88522973334746
82,2022-03-24,82.90641455135155,41.95464362058574,126.14821797895029,82.90641455135155,82.90641455135155,1.9243460920243645,1.9243460920243645,1.9243460920243645,-1.3070456147886436,-1.3070456147886436,-1.3070456147886436,3.231391706813008,3.231391706813008,3.231391706813008,0.0,0.0,0.0,84.83076064337591
83,2022-03-25,82.86936285424014,41.04896891859647,123.81846010634419,82.86936285424014,82.86936285424014,-0.7104901693309418,-0.7104901693309418,-0.7104901693309418,-4.378812445801106,-4.378812445801106,-4.378812445801106,3.668322276470164,3.668322276470164,3.668322276470164,0.0,0.0,0.0,82.1588726849092
84,2022-03-26,82.8323111571287,45.27291872598829,128.5620560679696,82.8323111571287,82.8323111571287,4.591762836404826,4.591762836404826,4.591762836404826,0.42032225738268186,0.42032225738268186,0.42032225738268186,4.1714405790221445,4.1714405790221445,4.1714405790221445,0.0,0.0,0.0,87.42407399353353
85,2022-03-27,82.79525946001729,52.54443938493543,130.67946974444533,82.79525946001729,82.79525946001729,8.611990496230797,8.611990496230797,8.611990496230797,3.898595146963037,3.898595146963037,3.898595146963037,4.713395349267759,4.713395349267759,4.713395349267759,0.0,0.0,0.0,91.4072499562481
86,2022-03-28,82.75820776290587,49.746100950038816,132.0459750937232,82.75820776290587,82.75820776290587,6.4603193672619454,6.4603193672619454,6.4603193672619454,1.1954079175093455,1.1954079175093455,1.1954079175093455,5.2649114497526,5.2649114497526,5.2649114497526,0.0,0.0,0.0,89.21852713016781
87,2022-03-29,82.72115606579445,40.56489152269127,128.21489402795416,82.72115606579445,82.72115606579445,-0.08931349740593852,-0.08931349740593852,-0.08931349740593852,-5.884970958458992,-5.884970958458992,-5.884970958458992,5.795657461053054,5.795657461053054,5.795657461053054,0.0,0.0,0.0,82.6318425683885
88,2022-03-30,82.68410436868302,51.2540948652277,136.1773496588104,82.68410436868302,82.68410436868302,12.3316430682316,12.3316430682316,12.3316430682316,6.0565036971885,6.0565036971885,6.0565036971885,6.2751393710431,6.2751393710431,6.2751393710431,0.0,0.0,0.0,95.01574743691462
89,2022-03-31,82.64705267157161,48.86523259000773,133.57545502711693,82.64705267157161,82.64705267157161,5.3665491827867635,5.3665491827867635,5.3665491827867635,-1.3070456148054264,-1.3070456148054264,-1.3070456148054264,6.673594797592189,6.673594797592189,6.673594797592189,0.0,0.0,0.0,88.01360185435838
90,2022-04-01,82.61000097446019,45.09569131564031,125.78764792073527,82.61000097446019,82.61000097446019,2.584049917438832,2.584049917438832,2.584049917438832,-4.378812445806188,-4.378812445806188,-4.378812445806188,6.96286236324502,6.96286236324502,6.96286236324502,0.0,0.0,0.0,85.19405089189902
91,2022-04-02,82.57294927734876,45.870409418382316,133.29296592532776,82.57294927734876,82.57294927734876,7.537524005195058,7.537524005195058,7.537524005195058,0.42032225741508544,0.42032225741508544,0.42032225741508544,7.117201747779974,7.117201747779974,7.117201747779974,0.0,0.0,0.0,90.11047328254381
92,2022-04-03,82.53589758023735,50.626049055358884,134.24565424448278,82.53589758023735,82.53589758023735,11.012636691022282,11.012636691022282,11.012636691022282,3.8985951469577227,3.8985951469577227,3.8985951469577227,7.114041544064558,7.114041544064558,7.114041544064558,0.0,0.0,0.0,93.54853427125963
93,2022-04-04,82.49884588312592,50.48233043372592,134.16994373790075,82.49884588312592,82.49884588312592,8.130042201926537,8.130042201926537,8.130042201926537,1.195407917494678,1.195407917494678,1.195407917494678,6.9346342844318585,6.9346342844318585,6.9346342844318585,0.0,0.0,0.0,90.62888808505247
94,2022-04-05,82.4617941860145,40.96151371005145,124.82378880670475,82.4617941860145,82.4617941860145,0.6796298609032532,0.6796298609032532,0.6796298609032532,-5.8849709584751375,-5.8849709584751375,-5.8849709584751375,6.5646008193783905,6.5646008193783905,6.5646008193783905,0.0,0.0,0.0,83.14142404691775
95,2022-04-06,82.42474248890308,53.68969903300845,140.35092498814836,82.42474248890308,82.42474248890308,12.050853230683606,12.050853230683606,12.050853230683606,6.0565036971962325,6.0565036971962325,6.0565036971962325,5.994349533487374,5.994349533487374,5.994349533487374,0.0,0.0,0.0,94.47559571958668
96,2022-04-07,82.38769079179167,43.56556348996802,128.6648300454333,82.38769079179167,82.38769079179167,3.9123139617560097,3.9123139617560097,3.9123139617560097,-1.3070456148080265,-1.3070456148080265,-1.3070456148080265,5.219359576564036,5.219359576564036,5.219359576564036,0.0,0.0,0.0,86.30000475354768
